frame_diff,frame_number,side,Rally,,
1,3851,right,,,
1,3852,right,,,
1,3853,right,,,
2,3855,right,,,
1,3856,right,,,
1,3857,right,,,
1,3858,right,,,
1,3859,right,,,
1,3860,left,,,
2,3862,left,,,
1,3863,left,,,
1,3864,left,,,
1,3865,left,,,
1,3866,left,,,
1,3867,left,,,
3,3870,left,,,
1,3871,left,,,
1,3872,left,,,
1,3873,left,,,
1,3874,left,,,
1,3875,left,,,
61,3937,right,,,
1,3938,right,,,
1,3939,right,,,
1,3940,right,,,
1,3941,right,,,
1,3942,right,,,
1,3943,right,,,
1,3944,right,,,
1,3945,right,,,
1,3946,left,,,
1,3947,left,,,
1,3948,left,,,
1,3949,left,,,
1,3950,left,,,
1,3951,left,,,
1,3952,left,,,
1,3953,left,,,
1,3954,left,,,
1,3955,left,,,
3,3958,left,,,
2,3960,left,,,
1,3962,right,,,
1,3963,right,,,
1,3964,right,,,
1,3965,right,,,
1,3966,right,,,
1,3967,right,,,
1,3968,right,,,
1,3969,right,,,
2,3971,right,,,
1,3972,right,,,
1,3973,right,,,
1,3974,right,,,
1,3975,right,,,
1,3976,left,,,
1,3977,left,,,
1,3978,left,,,
1,3979,left,,,
1,3980,left,,,
1,3981,left,,,
1,3982,left,,,
2,3985,left,,,
1,3986,left,,,
1,3987,left,,,
1,3988,left,,,
1,3990,right,,,
1,3991,right,,,
1,3992,right,,,
1,3993,right,,,
1,3994,right,,,
1,3995,right,,,
1,3996,right,,,
1,3997,right,,,
1,3998,right,,,
3,4001,right,,,
1,4002,right,,,
1,4003,right,,,
1,4004,right,,,
1,4005,right,,,
1,4006,left,,,
2,4008,left,,,
1,4009,left,,,
1,4010,left,,,
1,4011,left,,,
1,4012,left,,,
2,4019,right,,,
1,4020,right,,,
1,4021,right,,,
1,4022,right,,,
1,4023,right,,,
1,4024,right,,,
3,4027,right,,,
1,4028,right,,,
1,4029,right,,,
1,4030,right,,,
1,4031,right,,,
1,4032,left,,,
1,4033,left,,,
1,4034,left,,,
1,4035,left,,,
1,4036,left,,,
1,4037,left,,,
1,4038,left,,,
2,4041,left,,,
2,4043,left,,,
1,4044,left,,,
1,4046,right,,,
1,4047,right,,,
1,4048,right,,,
1,4049,right,,,
1,4050,right,,,
1,4051,right,,,
1,4052,right,,,
1,4053,right,,,
5,4058,right,,,
1,4059,right,,,
1,4060,right,,,
2,4062,left,,,
1,4063,left,,,
1,4064,left,,,
6,4070,left,,,
1,4071,left,,,
1,4073,right,,,
1,4074,right,,,
1,4075,right,,,
1,4076,right,,,
1,4077,right,,,
1,4078,right,,,
1,4079,right,,,
1,4080,right,,,
2,4082,right,,,
2,4084,right,,,
1,4085,right,,,
1,4086,left,,,
1,4087,left,,,
1,4088,left,,,
1,4089,left,,,
1,4090,left,,,
1,4091,left,,,
1,4092,left,,,
1,4093,left,,,
2,4096,left,,,
2,4098,left,,,
1,4099,left,,,
1,4101,right,,,
1,4102,right,,,
2,4104,right,,,
1,4105,right,,,
1,4106,right,,,
1,4107,right,,,
1,4108,right,,,
1,4109,right,,,
1,4110,right,,,
2,4112,right,,,
1,4113,right,,,
1,4114,left,,,
1,4115,left,,,
1,4116,left,,,
1,4117,left,,,
1,4118,left,,,
1,4119,left,,,
1,4120,left,,,
1,4121,left,,,
1,4122,left,,,
2,4124,left,,,
1,4125,left,,,
1,4126,left,,,
1,4127,left,,,
2,4130,right,,,
1,4131,right,,,
1,4132,right,,,
1,4133,right,,,
1,4134,right,,,
1,4135,right,,,
3,4138,right,,,
1,4139,right,,,
1,4140,right,,,
11,4156,right,,,
129,4285,right,,,
1,4286,right,,,
1,4287,right,,,
1,4288,right,,,
1,4289,right,,,
1,4290,right,,,
1,4291,right,,,
1,4292,right,,,
1,4293,right,,,
1,4294,right,,,
1,4295,left,,,
1,4296,left,,,
1,4297,left,,,
1,4298,left,,,
1,4299,left,,,
1,4300,left,,,
1,4301,left,,,
1,4302,left,,,
1,4303,left,,,
1,4304,left,,,
2,4306,left,,,
1,4307,left,,,
1,4308,left,,,
1,4309,left,,,
1,4310,left,,,
1,4312,right,,,
1,4313,right,,,
1,4314,right,,,
1,4315,right,,,
1,4316,right,,,
1,4317,right,,,
1,4318,right,,,
1,4319,right,,,
2,4321,right,,,
1,4322,right,,,
1,4323,right,,,
1,4324,right,,,
1,4325,left,,,
1,4326,left,,,
1,4327,left,,,
1,4328,left,,,
1,4329,left,,,
1,4330,left,,,
1,4331,left,,,
3,4334,left,,,
1,4335,left,,,
1,4336,left,,,
1,4337,left,,,
1,4339,right,,,
1,4340,right,,,
1,4341,right,,,
1,4342,right,,,
1,4343,right,,,
1,4344,right,,,
1,4345,right,,,
3,4348,right,,,
1,4349,right,,,
1,4350,right,,,
1,4351,right,,,
1,4352,left,,,
1,4353,left,,,
1,4354,left,,,
1,4355,left,,,
1,4356,left,,,
1,4357,left,,,
1,4358,left,,,
1,4359,left,,,
2,4361,left,,,
1,4362,left,,,
2,4364,left,,,
1,4366,right,,,
1,4367,right,,,
1,4368,right,,,
1,4369,right,,,
1,4370,right,,,
1,4371,right,,,
1,4372,right,,,
1,4373,right,,,
1,4374,right,,,
1,4375,right,,,
8,4383,left,,,
1,4384,left,,,
2,4386,left,,,
2,4390,left,,,
7,4398,right,,,
1,4399,right,,,
19,4642,left,,,
1,4643,left,,,
1,4644,left,,,
1,4645,left,,,
1,4646,left,,,
1,4647,left,,,
1,4649,right,,,
1,4650,right,,,
1,4651,right,,,
1,4652,right,,,
1,4653,right,,,
1,4654,right,,,
1,4655,right,,,
1,4656,right,,,
1,4657,right,,,
1,4658,right,,,
1,4659,right,,,
1,4660,right,,,
1,4661,right,,,
1,4662,right,,,
1,4663,right,,,
1,4664,left,,,
1,4665,left,,,
1,4666,left,,,
1,4667,left,,,
1,4668,left,,,
1,4669,left,,,
1,4670,left,,,
2,4673,left,,,
1,4674,left,,,
1,4675,left,,,
1,4677,right,,,
1,4678,right,,,
1,4679,right,,,
1,4680,right,,,
1,4681,right,,,
1,4682,right,,,
4,4686,right,,,
1,4687,right,,,
1,4688,right,,,
1,4689,left,,,
1,4690,left,,,
1,4691,left,,,
1,4692,left,,,
1,4693,left,,,
1,4694,left,,,
1,4695,left,,,
1,4696,left,,,
1,4697,left,,,
2,4699,left,,,
2,4702,left,,,
1,4703,left,,,
2,4706,right,,,
1,4707,right,,,
1,4708,right,,,
1,4709,right,,,
1,4710,right,,,
1,4711,right,,,
1,4712,right,,,
1,4713,right,,,
1,4714,right,,,
1,4715,right,,,
1,4716,right,,,
1,4717,left,,,
1,4718,left,,,
1,4719,left,,,
1,4720,left,,,
1,4721,left,,,
1,4722,left,,,
1,4723,left,,,
1,4724,left,,,
3,4727,left,,,
1,4728,left,,,
1,4729,left,,,
2,4733,right,,,
2,4735,right,,,
1,4736,right,,,
1,4737,right,,,
2,4739,right,,,
1,4740,right,,,
2,4742,right,,,
1,4743,left,,,
1,4744,left,,,
1,4745,left,,,
1,4746,left,,,
1,4747,left,,,
1,4748,left,,,
1,4749,left,,,
2,4752,left,,,
1,4753,left,,,
1,4754,left,,,
1,4756,right,,,
1,4757,right,,,
1,4758,right,,,
1,4759,right,,,
1,4760,right,,,
1,4761,right,,,
1,4762,right,,,
1,4763,right,,,
1,4764,right,,,
1,4765,right,,,
1,4773,left,,,
1,4774,left,,,
1,4775,left,,,
1,4776,left,,,
1,4777,left,,,
1,4778,left,,,
1,4786,right,,,
1,4787,right,,,
1,4788,right,,,
1,4789,right,,,
1,4790,right,,,
1,4791,right,,,
1,4792,right,,,
1,4793,right,,,
1,4794,right,,,
2,4796,right,,,
1,4797,right,,,
2,4799,right,,,
2,4801,right,,,
1,4802,left,,,
1,4803,left,,,
1,4804,left,,,
1,4805,left,,,
1,4814,right,,,
1,4815,right,,,
1,4816,right,,,
1,4817,right,,,
1,4818,right,,,
1,4819,right,,,
1,4820,right,,,
1,4821,right,,,
1,4822,right,,,
1,4823,right,,,
4,4827,right,,,
2,4829,right,,,
1,4830,left,,,
1,4831,left,,,
1,4832,left,,,
1,4833,left,,,
1,4834,left,,,
1,4835,left,,,
1,4836,left,,,
2,4840,left,,,
1,4841,left,,,
1,4842,left,,,
1,4843,left,,,
1,4845,right,,,
1,4846,right,,,
1,4847,right,,,
1,4848,right,,,
1,4849,right,,,
1,4850,right,,,
1,4851,right,,,
1,4852,right,,,
1,4853,right,,,
1,4854,right,,,
3,4857,right,,,
3,4860,right,,,
1,4861,right,,,
1,4862,left,,,
1,4863,left,,,
1,4864,left,,,
1,4865,left,,,
1,4866,left,,,
1,4867,left,,,
1,4868,left,,,
1,4869,left,,,
1,4871,left,,,
1,4872,left,,,
1,4873,left,,,
2,4876,right,,,
1,4877,right,,,
1,4878,right,,,
1,4879,right,,,
1,4880,right,,,
1,4881,right,,,
1,4882,right,,,
3,4885,right,,,
1,4886,right,,,
1,4887,right,,,
1,4888,right,,,
1,4889,left,,,
1,4890,left,,,
1,4891,left,,,
1,4892,left,,,
1,4893,left,,,
1,4894,left,,,
1,4895,left,,,
2,4898,left,,,
1,4899,left,,,
1,4900,left,,,
1,4902,right,,,
2,4904,right,,,
1,4905,right,,,
1,4906,right,,,
1,4907,right,,,
1,4908,right,,,
1,4909,right,,,
1,4910,right,,,
1,4911,right,,,
4,4915,right,,,
1,4916,right,,,
1,4917,right,,,
1,4918,right,,,
1,4919,right,,,
1,4920,left,,,
1,4921,left,,,
1,4922,left,,,
1,4923,left,,,
1,4924,left,,,
1,4925,left,,,
5,4930,left,,,
1,4931,left,,,
2,4934,right,,,
1,4935,right,,,
1,4936,right,,,
1,4937,right,,,
1,4938,right,,,
3,4941,right,,,
1,4942,right,,,
1,4943,right,,,
1,4944,right,,,
1,4945,left,,,
1,4946,left,,,
1,4947,left,,,
1,4948,left,,,
1,4949,left,,,
1,4950,left,,,
1,4951,left,,,
5,4956,left,,,
1,4957,left,,,
1,4959,right,,,
1,4960,right,,,
1,4961,right,,,
1,4962,right,,,
1,4963,right,,,
1,4964,right,,,
1,4965,right,,,
1,4966,right,,,
1,4967,right,,,
1,4968,right,,,
5,4973,right,,,
2,4975,right,,,
1,4976,right,,,
1,4977,left,,,
1,4978,left,,,
1,4979,left,,,
2,4981,left,,,
1,4982,left,,,
2,4989,right,,,
1,4990,right,,,
1,4991,right,,,
1,4992,right,,,
1,4993,right,,,
1,4994,right,,,
1,4995,right,,,
6,5001,left,,,
1,5002,left,,,
1,5003,left,,,
1,5004,left,,,
2,5006,left,,,
4,5011,left,,,
2,5014,right,,,
1,5015,right,,,
1,5016,right,,,
2,5018,right,,,
1,5019,right,,,
1,5020,right,,,
2,5022,right,,,
2,5024,right,,,
1,5025,right,,,
1,5026,right,,,
1,5027,left,,,
1,5028,left,,,
1,5029,left,,,
1,5032,left,,,
2,5040,right,,,
1,5041,right,,,
1,5042,right,,,
1,5043,right,,,
1,5044,right,,,
1,5045,right,,,
1,5046,right,,,
1,5047,right,,,
1,5048,right,,,
3,5051,right,,,
1,5052,left,,,
1,5053,left,,,
1,5054,left,,,
1,5055,left,,,
1,5056,left,,,
1,5057,left,,,
1,5058,left,,,
4,5065,left,,,
1,5066,left,,,
1,5067,left,,,
1,5068,left,,,
1,5070,right,,,
1,5071,right,,,
1,5072,right,,,
1,5073,right,,,
1,5074,right,,,
1,5075,right,,,
1,5076,right,,,
1,5077,right,,,
1,5078,right,,,
1,5079,right,,,
1,5080,right,,,
1,5081,right,,,
2,5083,right,,,
2,5085,right,,,
1,5086,right,,,
1,5087,right,,,
1,5088,right,,,
1,5089,left,,,
1,5090,left,,,
1,5091,left,,,
1,5092,left,,,
1,5093,left,,,
1,5094,left,,,
1,5102,right,,,
1,5103,right,,,
1,5104,right,,,
1,5105,right,,,
1,5106,right,,,
1,5107,right,,,
1,5108,right,,,
1,5109,right,,,
1,5110,right,,,
1,5111,right,,,
1,5112,right,,,
1,5113,right,,,
1,5114,right,,,
1,5115,right,,,
1,5116,left,,,
1,5117,left,,,
1,5118,left,,,
1,5119,left,,,
1,5120,left,,,
1,5121,left,,,
1,5122,left,,,
2,5128,left,,,
1,5129,left,,,
1,5130,left,,,
1,5131,left,,,
1,5133,right,,,
1,5134,right,,,
1,5135,right,,,
1,5136,right,,,
1,5137,right,,,
1,5138,right,,,
1,5139,right,,,
2,5141,right,,,
1,5142,right,,,
2,5144,right,,,
1,5145,right,,,
1,5146,right,,,
1,5147,left,,,
1,5148,left,,,
1,5149,left,,,
1,5150,left,,,
1,5151,left,,,
1,5152,left,,,
1,5153,left,,,
1,5154,left,,,
1,5155,left,,,
4,5159,left,,,
1,5160,left,,,
1,5161,left,,,
1,5163,right,,,
1,5164,right,,,
1,5165,right,,,
1,5166,right,,,
1,5167,right,,,
1,5168,right,,,
1,5169,right,,,
1,5170,right,,,
1,5171,right,,,
3,5174,right,,,
1,5175,right,,,
2,5177,right,,,
2,5179,left,,,
1,5180,left,,,
1,5181,left,,,
2,5191,right,,,
1,5192,right,,,
1,5193,right,,,
1,5194,right,,,
1,5195,right,,,
1,5196,right,,,
1,5197,right,,,
1,5198,right,,,
1,5199,right,,,
1,5200,right,,,
5,5205,left,,,
1,5206,left,,,
1,5207,left,,,
1,5208,left,,,
1,5209,left,,,
2,5211,left,,,
1,5212,left,,,
1,5213,left,,,
3,5216,left,,,
1,5217,left,,,
1,5218,left,,,
2,5221,right,,,
1,5222,right,,,
2,5224,right,,,
1,5225,right,,,
1,5226,right,,,
2,5228,right,,,
1,5229,right,,,
1,5230,right,,,
1,5231,right,,,
1,5232,right,,,
1,5233,right,,,
1,5234,left,,,
1,5235,left,,,
1,5236,left,,,
1,5237,left,,,
1,5238,left,,,
1,5239,left,,,
1,5240,left,,,
1,5241,left,,,
1,5242,left,,,
1,5243,left,,,
1,5244,left,,,
1,5245,left,,,
1,5246,left,,,
1,5247,left,,,
1,5248,left,,,
1,5249,left,,,
1,5250,left,,,
1,5252,right,,,
1,5253,right,,,
2,5255,right,,,
1,5256,right,,,
1,5257,right,,,
1,5258,right,,,
1,5259,right,,,
1,5260,right,,,
1,5261,right,,,
1,5262,right,,,
1,5263,right,,,
2,5265,right,,,
2,5267,right,,,
1,5268,right,,,
1,5269,right,,,
1,5270,right,,,
1,5271,left,,,
1,5272,left,,,
1,5273,left,,,
1,5274,left,,,
1,5275,left,,,
1,5276,left,,,
1,5277,left,,,
1,5278,left,,,
4,5282,left,,,
1,5283,left,,,
2,5285,left,,,
1,5287,right,,,
1,5288,right,,,
1,5289,right,,,
1,5290,right,,,
1,5291,right,,,
1,5292,right,,,
1,5293,right,,,
1,5294,right,,,
2,5296,right,,,
1,5297,right,,,
1,5298,right,,,
1,5299,right,,,
1,5300,right,,,
1,5301,left,,,
1,5302,left,,,
1,5303,left,,,
1,5304,left,,,
1,5305,left,,,
1,5306,left,,,
1,5307,left,,,
2,5314,right,,,
1,5315,right,,,
1,5316,right,,,
1,5317,right,,,
1,5318,right,,,
1,5319,right,,,
1,5320,right,,,
1,5321,right,,,
1,5322,right,,,
1,5323,right,,,
1,5324,right,,,
2,5328,right,,,
2,5330,right,,,
1,5331,right,,,
1,5332,right,,,
1,5333,right,,,
1,5334,left,,,
1,5335,left,,,
1,5336,left,,,
1,5337,left,,,
2,5339,left,,,
4,5343,left,,,
2,5346,right,,,
1,5347,right,,,
1,5348,right,,,
1,5349,right,,,
1,5350,right,,,
1,5351,right,,,
1,5352,right,,,
1,5353,right,,,
3,5356,right,,,
1,5357,right,,,
1,5358,right,,,
1,5359,left,,,
1,5360,left,,,
1,5361,left,,,
1,5362,left,,,
1,5363,left,,,
1,5364,left,,,
4,5369,left,,,
1,5370,left,,,
1,5372,right,,,
1,5373,right,,,
1,5374,right,,,
2,5376,right,,,
1,5377,right,,,
1,5378,right,,,
1,5379,right,,,
1,5380,right,,,
1,5381,right,,,
1,5382,right,,,
4,5390,left,,,
1,5391,left,,,
1,5392,left,,,
1,5393,left,,,
3,5398,left,,,
1,5399,left,,,
1,5401,right,,,
1,5402,right,,,
1,5403,right,,,
1,5404,right,,,
1,5405,right,,,
1,5406,right,,,
1,5407,right,,,
1,5408,right,,,
1,5409,right,,,
1,5410,right,,,
1,5411,right,,,
1,5412,right,,,
1,5413,right,,,
1,5414,right,,,
5,5419,left,,,
1,5420,left,,,
1,5421,left,,,
1,5422,left,,,
1,5423,left,,,
1,5424,left,,,
1,5425,left,,,
1,5426,left,,,
1,5427,left,,,
1,5428,left,,,
3,5431,left,,,
2,5433,left,,,
2,5436,right,,,
1,5437,right,,,
2,5439,right,,,
1,5440,right,,,
2,5442,right,,,
1,5443,right,,,
1,5444,right,,,
1,5445,right,,,
1,5446,right,,,
1,5447,left,,,
1,5448,left,,,
1,5449,left,,,
1,5450,left,,,
1,5451,left,,,
1,5452,left,,,
1,5453,left,,,
1,5454,left,,,
1,5455,left,,,
5,5461,left,,,
1,5462,left,,,
1,5463,left,,,
1,5465,right,,,
1,5466,right,,,
1,5467,right,,,
1,5468,right,,,
1,5469,right,,,
1,5470,right,,,
1,5471,right,,,
1,5472,right,,,
1,5473,right,,,
1,5474,right,,,
1,5475,right,,,
1,5476,right,,,
1,5477,right,,,
1,5478,right,,,
1,5479,left,,,
1,5480,left,,,
1,5481,left,,,
1,5482,left,,,
1,5483,left,,,
1,5484,left,,,
1,5485,left,,,
1,5486,left,,,
1,5487,left,,,
2,5490,left,,,
1,5491,left,,,
2,5493,left,,,
1,5495,right,,,
2,5497,right,,,
1,5498,right,,,
1,5499,right,,,
1,5500,right,,,
1,5501,right,,,
1,5502,right,,,
2,5504,right,,,
1,5505,right,,,
1,5506,right,,,
1,5507,left,,,
1,5508,left,,,
1,5509,left,,,
1,5510,left,,,
1,5511,left,,,
1,5512,left,,,
1,5513,left,,,
1,5514,left,,,
2,5517,left,,,
2,5520,left,,,
1,5521,left,,,
1,5523,right,,,
1,5524,right,,,
1,5525,right,,,
1,5526,right,,,
1,5527,right,,,
1,5528,right,,,
1,5529,right,,,
1,5530,right,,,
1,5531,right,,,
1,5532,right,,,
1,5533,right,,,
5,5538,right,,,
2,5540,right,,,
1,5541,right,,,
2,5543,left,,,
1,5544,left,,,
1,5545,left,,,
1,5546,left,,,
1,5547,left,,,
4,5551,left,,,
1,5552,left,,,
1,5554,right,,,
1,5555,right,,,
1,5556,right,,,
1,5557,right,,,
2,5559,right,,,
1,5560,right,,,
1,5561,right,,,
1,5562,right,,,
1,5563,right,,,
1,5564,right,,,
1,5565,right,,,
1,5566,left,,,
1,5567,left,,,
1,5568,left,,,
1,5569,left,,,
1,5570,left,,,
1,5571,left,,,
1,5572,left,,,
3,5579,left,,,
1,5580,left,,,
1,5581,left,,,
1,5582,left,,,
1,5584,right,,,
1,5585,right,,,
1,5586,right,,,
1,5587,right,,,
1,5588,right,,,
1,5589,right,,,
1,5590,right,,,
1,5591,right,,,
1,5592,right,,,
1,5593,right,,,
1,5594,right,,,
1,5595,right,,,
1,5596,right,,,
1,5599,right,,,
1,5600,right,,,
1,5601,right,,,
1,5602,right,,,
1,5603,right,,,
1,5604,right,,,
1,5605,left,,,
1,5606,left,,,
1,5607,left,,,
1,5608,left,,,
1,5609,left,,,
2,5617,right,,,
1,5618,right,,,
1,5619,right,,,
1,5620,right,,,
1,5621,right,,,
1,5622,right,,,
1,5623,right,,,
3,5626,right,,,
1,5627,right,,,
1,5628,right,,,
1,5629,right,,,
1,5630,left,,,
1,5631,left,,,
1,5632,left,,,
1,5633,left,,,
1,5634,left,,,
1,5635,left,,,
1,5636,left,,,
1,5639,left,,,
1,5640,left,,,
1,5641,left,,,
1,5643,right,,,
1,5644,right,,,
1,5645,right,,,
1,5646,right,,,
1,5647,right,,,
1,5648,right,,,
1,5649,right,,,
3,5652,right,,,
2,5654,right,,,
1,5655,right,,,
1,5656,left,,,
1,5657,left,,,
1,5658,left,,,
1,5659,left,,,
1,5660,left,,,
1,5661,left,,,
1,5662,left,,,
3,5665,left,,,
2,5667,left,,,
1,5669,right,,,
1,5670,right,,,
1,5671,right,,,
1,5672,right,,,
1,5673,right,,,
1,5674,right,,,
1,5675,right,,,
1,5676,right,,,
1,5677,right,,,
1,5678,right,,,
2,5680,right,,,
2,5682,right,,,
1,5683,right,,,
3,5686,left,,,
1,5687,left,,,
1,5688,left,,,
1,5689,left,,,
1,5690,left,,,
1,5691,left,,,
1,5699,right,,,
1,5700,right,,,
1,5701,right,,,
1,5702,right,,,
1,5703,right,,,
1,5704,right,,,
1,5705,right,,,
1,5711,left,,,
1,5712,left,,,
1,5713,left,,,
1,5714,left,,,
1,5715,left,,,
1,5716,left,,,
1,5717,left,,,
1,5718,left,,,
1,5729,right,,,
2,5731,right,,,
2,5733,right,,,
1,5734,right,,,
2,5736,right,,,
2,5738,right,,,
1,5739,right,,,
1,5740,right,,,
1,5741,left,,,
1,5742,left,,,
1,5743,left,,,
1,5744,left,,,
1,5745,left,,,
1,5746,left,,,
1,5747,left,,,
1,5748,left,,,
2,5750,left,,,
1,5751,left,,,
1,5752,left,,,
1,5753,left,,,
1,5754,left,,,
2,5757,right,,,
1,5758,right,,,
1,5759,right,,,
1,5760,right,,,
1,5761,right,,,
1,5762,right,,,
1,5763,right,,,
1,5764,right,,,
1,5765,right,,,
2,5767,right,,,
2,5769,right,,,
1,5770,right,,,
1,5771,left,,,
1,5772,left,,,
1,5773,left,,,
1,5774,left,,,
1,5775,left,,,
1,5776,left,,,
1,5777,left,,,
1,5778,left,,,
1,5779,left,,,
2,5781,left,,,
2,5784,left,,,
1,5785,left,,,
1,5787,right,,,
1,5788,right,,,
1,5789,right,,,
1,5790,right,,,
2,5792,right,,,
1,5793,right,,,
2,5795,right,,,
1,5796,right,,,
1,5797,right,,,
1,5798,right,,,
1,5799,right,,,
1,5800,left,,,
1,5801,left,,,
1,5802,left,,,
1,5803,left,,,
1,5804,left,,,
1,5805,left,,,
1,5806,left,,,
1,5807,left,,,
1,5808,left,,,
3,5811,left,,,
1,5812,left,,,
1,5813,left,,,
1,5814,left,,,
2,5817,right,,,
2,5819,right,,,
1,5820,right,,,
1,5821,right,,,
1,5822,right,,,
1,5823,right,,,
1,5824,right,,,
1,5825,right,,,
1,5826,right,,,
1,5827,right,,,
1,5828,right,,,
1,5829,left,,,
1,5830,left,,,
1,5831,left,,,
1,5832,left,,,
1,5833,left,,,
1,5834,left,,,
1,5835,left,,,
3,5838,left,,,
1,5839,left,,,
1,5840,left,,,
1,5842,right,,,
1,5843,right,,,
1,5844,right,,,
1,5845,right,,,
1,5846,right,,,
1,5847,right,,,
1,5848,right,,,
1,5849,right,,,
1,5850,right,,,
1,5851,right,,,
7,5860,left,,,
1,5861,left,,,
1,5862,left,,,
2,5867,left,,,
1,5868,left,,,
2,5871,right,,,
1,5872,right,,,
1,5873,right,,,
1,5874,right,,,
1,5875,right,,,
1,5876,right,,,
1,5877,right,,,
2,5879,right,,,
1,5880,right,,,
2,5882,right,,,
1,5883,left,,,
1,5884,left,,,
1,5885,left,,,
1,5886,left,,,
1,5887,left,,,
1,5888,left,,,
1,5889,left,,,
1,5890,left,,,
1,5891,left,,,
2,5894,left,,,
1,5895,left,,,
1,5896,left,,,
1,5897,left,,,
1,5899,right,,,
1,5900,right,,,
1,5901,right,,,
1,5902,right,,,
1,5903,right,,,
1,5904,right,,,
1,5905,right,,,
1,5906,right,,,
1,5907,right,,,
1,5908,right,,,
2,5913,right,,,
2,5915,right,,,
1,5916,left,,,
1,5917,left,,,
1,5918,left,,,
5,5925,left,,,
1,5926,left,,,
1,5928,right,,,
1,5929,right,,,
1,5930,right,,,
1,5931,right,,,
2,5933,right,,,
1,5934,right,,,
1,5935,right,,,
1,5936,right,,,
2,5938,right,,,
1,5939,right,,,
3,5942,right,,,
1,5943,right,,,
1,5944,left,,,
1,5945,left,,,
1,5946,left,,,
1,5947,left,,,
1,5948,left,,,
1,5949,left,,,
1,5950,left,,,
1,5957,right,,,
1,5958,right,,,
1,5959,right,,,
2,5961,right,,,
1,5962,right,,,
1,5963,right,,,
1,5964,right,,,
1,5965,right,,,
2,5967,right,,,
1,5968,right,,,
1,5969,right,,,
3,5972,right,,,
1,5973,left,,,
1,5974,left,,,
1,5975,left,,,
1,5976,left,,,
1,5977,left,,,
2,5979,left,,,
3,5985,left,,,
1,5986,left,,,
1,5987,left,,,
1,5988,left,,,
1,5990,right,,,
1,5991,right,,,
1,5992,right,,,
1,5993,right,,,
1,5994,right,,,
1,5995,right,,,
1,5996,right,,,
1,5997,right,,,
1,5998,right,,,
1,5999,right,,,
1,6000,right,,,
1,6001,right,,,
1,6002,right,,,
2,6004,right,,,
1,6005,right,,,
1,6006,right,,,
1,6007,right,,,
1,6008,right,,,
1,6009,right,,,
1,6010,left,,,
1,6011,left,,,
1,6012,left,,,
1,6013,left,,,
1,6014,left,,,
1,6015,left,,,
2,6018,left,,,
1,6019,left,,,
1,6020,left,,,
2,6022,left,,,
1,6024,right,,,
1,6025,right,,,
1,6026,right,,,
1,6027,right,,,
1,6028,right,,,
1,6029,right,,,
1,6030,right,,,
1,6031,right,,,
1,6032,right,,,
1,6033,right,,,
1,6034,right,,,
1,6035,right,,,
1,6036,left,,,
1,6037,left,,,
1,6038,left,,,
1,6039,left,,,
1,6040,left,,,
1,6041,left,,,
4,6046,left,,,
1,6047,left,,,
1,6048,left,,,
1,6049,left,,,
1,6051,right,,,
1,6052,right,,,
1,6053,right,,,
1,6054,right,,,
1,6055,right,,,
1,6056,right,,,
1,6057,right,,,
1,6058,right,,,
4,6062,right,,,
1,6063,right,,,
1,6064,left,,,
1,6065,left,,,
1,6066,left,,,
1,6067,left,,,
1,6068,left,,,
1,6069,left,,,
1,6070,left,,,
1,6071,left,,,
3,6074,left,,,
1,6075,left,,,
2,6077,left,,,
1,6078,left,,,
1,6080,right,,,
1,6081,right,,,
1,6082,right,,,
1,6083,right,,,
1,6084,right,,,
1,6085,right,,,
1,6086,right,,,
1,6087,right,,,
1,6088,right,,,
1,6089,right,,,
2,6091,right,,,
1,6092,right,,,
1,6093,right,,,
1,6094,right,,,
1,6095,right,,,
1,6096,left,,,
1,6097,left,,,
2,6099,left,,,
1,6100,left,,,
1,6101,left,,,
6,6107,left,,,
2,6109,left,,,
1,6110,left,,,
1,6111,left,,,
2,6114,right,,,
1,6115,right,,,
1,6116,right,,,
1,6117,right,,,
1,6118,right,,,
1,6119,right,,,
1,6120,right,,,
2,6122,right,,,
1,6123,right,,,
1,6124,right,,,
1,6125,right,,,
1,6126,right,,,
1,6127,left,,,
1,6128,left,,,
1,6129,left,,,
1,6130,left,,,
1,6131,left,,,
1,6132,left,,,
1,6133,left,,,
1,6134,left,,,
1,6135,left,,,
4,6139,left,,,
1,6140,left,,,
1,6141,left,,,
1,6143,right,,,
1,6144,right,,,
1,6145,right,,,
1,6146,right,,,
1,6147,right,,,
1,6148,right,,,
1,6149,right,,,
3,6152,right,,,
1,6153,right,,,
1,6154,right,,,
1,6155,left,,,
1,6156,left,,,
1,6157,left,,,
1,6158,left,,,
1,6159,left,,,
1,6160,left,,,
1,6161,left,,,
1,6162,left,,,
1,6172,right,,,
1,6173,right,,,
1,6174,right,,,
1,6175,right,,,
1,6176,right,,,
1,6177,right,,,
1,6178,right,,,
1,6181,right,,,
1,6182,right,,,
1,6183,right,,,
1,6184,left,,,
1,6185,left,,,
1,6186,left,,,
1,6187,left,,,
1,6188,left,,,
1,6189,left,,,
1,6190,left,,,
1,6191,left,,,
3,6195,left,,,
1,6196,left,,,
1,6200,right,,,
1,6201,right,,,
1,6202,right,,,
1,6203,right,,,
1,6204,right,,,
1,6205,right,,,
1,6206,right,,,
1,6207,right,,,
1,6208,right,,,
1,6209,right,,,
2,6211,right,,,
1,6212,right,,,
1,6213,right,,,
1,6214,right,,,
1,6215,right,,,
